ph,Hardness,Solids  ,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,,,
6.435040112,203.7944885,322.19042,6.951984596,312.0164828,402.7556543,19.30846553,88.63309294,4.285836105,1,,,
7.296037734,235.7351929,43.70664,5.19621276,377.1906657,385.6143207,17.05271326,89.62355084,4.168526118,0,,,
6.566806233,232.6947254,464.0645,8.292711894,,320.8417789,18.85831876,52.59357392,3.07424315,1,,,
,161.8264761,299.12335,7.028796694,350.4309403,375.7807164,19.7625765,86.69845685,3.497577391,0,,,
7.796257741,205.725395,333.81323,5.309981005,269.9610583,526.5826398,17.14558252,95.73367679,3.416965042,0,,,
5.862641233,185.0652199,69.27216,4.382721317,412.6901114,331.5701387,15.30607892,59.60581211,5.50742094,0,,,
4.434207155,196.3199279,472.85619,5.759316183,,416.963551,14.21540061,55.51352854,2.790289092,0,,,
7.292141805,174.480427,991.65157,9.511792392,259.1649652,435.1080173,16.29361407,81.69010445,4.466912564,0,,,
6.183648869,223.0841502,807.64566,7.106665622,382.9259344,373.1041853,12.13659699,90.99393823,4.017474384,1,,,
8.062805643,200.493112,567.88784,9.889949955,,510.4144025,10.65093547,40.99280881,4.471842,0,,,
6.60596255,211.7210949,13.44122,9.779059675,367.6054785,346.2028427,15.46030568,77.49104017,3.792329748,1,,,
7.82197094,157.1815455,318.18798,9.08403988,324.8516587,294.6365314,17.18676578,72.56837619,3.532958335,0,,,
6.391726781,191.8814321,3.542196,7.871639598,,453.8902922,20.01886398,52.28893998,2.672666612,0,,,
11.301794,77.4595861,227.61946,8.517986143,337.5012466,410.8561139,14.32688885,53.12125964,3.309580397,0,,,
5.694032049,200.0228739,185.12453,6.628196935,303.9698484,411.945612,14.86988007,84.04136036,4.79314562,0,,,
6.593764313,233.5141325,589.61059,9.785695834,,489.7034439,14.38960913,46.46398161,2.346578095,0,,,
,238.6334902,657.58521,6.092058219,333.1404017,418.8527509,16.87392218,57.02148391,4.768728453,1,,,
9.161088613,119.8419046,618.05964,6.105573329,343.289234,379.7251816,10.89992641,54.58073576,4.888061137,0,,,
10.59121825,243.9339621,72.94577,9.511985078,369.9807303,430.4435851,12.81691995,39.83012371,2.680975854,0,,,
,144.815264,507.01781,5.819091707,353.6072754,290.8894718,8.942072174,67.58734608,5.922581692,0,,,
9.247601483,178.5758566,326.83817,9.457057382,,437.385852,8.74002073,86.3572804,4.111556081,0,,,
4.642953052,307.7060241,115.92986,7.707342333,,439.9444081,18.44079003,60.14584226,3.982867293,0,,,
6.44924907,176.041472,341.89319,6.497644507,320.0258753,341.8605314,17.07220024,69.58885584,4.739649122,0,,,
7.798453676,188.3949423,704.56929,11.07887248,258.1911841,507.1786883,18.27243924,85.17766213,4.107267203,0,,,
6.17808319,209.7027022,587.78757,6.40680731,,377.6196766,10.68753974,67.16054747,3.687029931,0,,,
5.564342491,256.20883,245.73577,7.212253931,329.3383664,369.5555133,15.64005334,51.1503444,2.285987849,0,,,
7.716718185,214.9065778,622.93134,7.495149541,332.9685466,355.0055407,10.95937698,87.19238821,4.131367054,1,,,
7.886591227,213.0525907,852.02964,11.17078862,281.7007768,326.1153502,10.38517245,64.6625007,4.589983508,0,,,
,201.1290545,161.57578,6.463816592,335.9151014,331.6829899,11.83180668,44.60650598,2.644982476,0,,,
7.443189014,193.1247989,551.95334,4.313264846,,430.4872957,19.39632945,72.07558551,2.664832796,0,,,
8.539239556,170.8533968,514.07511,6.646018528,332.4895531,457.2825925,17.66895126,63.81175717,4.07787119,1,,,
3.657123133,275.7671418,736.81626,9.100772079,,426.2311291,17.98595656,55.69489291,3.31462973,0,,,
6.274199017,237.1033647,165.03897,6.544583377,275.671557,505.4010715,17.5258075,52.65697065,3.827085344,1,,,
9.597191857,167.088976,153.32283,7.944469309,346.0750158,335.1976082,14.34767609,50.64244747,5.145152871,0,,,
5.186011187,151.8815275,943.20786,7.566041827,333.8756728,273.499898,10.96018901,84.72622395,3.82248185,1,,,
6.964225943,212.7644944,957.19122,7.675187646,321.2508981,378.0855456,13.12769368,72.08900098,3.990437572,0,,,
5.865907224,227.6639584,282.91119,6.58466674,319.0438568,371.540999,16.97609386,55.43850611,2.436623671,1,,,
7.672909523,152.8783051,989.35118,6.231913253,343.4390173,401.1408786,14.25268374,64.29129182,4.268227482,0,,,
7.014628497,217.7417292,250.20962,6.60168079,362.4806369,542.5636886,15.0945629,78.49429758,3.840545658,1,,,
6.737004072,220.1001024,694.74421,8.373659876,,384.308673,6.748091938,8.175876384,4.063170289,0,,,
6.640923235,169.3761159,635.19037,5.259203943,331.6187459,432.6944806,15.27118389,75.64868673,4.007784869,1,,,
,163.2244663,570.28534,8.109345861,296.1902616,463.7417162,16.90014798,61.34983192,4.135745329,0,,,
9.434564331,227.198805,492.95728,6.278815139,,317.5323635,17.63544542,72.84877095,2.62010462,1,,,
5.382489039,240.0182139,189.39498,5.551990468,397.700065,551.4762022,12.81872967,79.77991108,4.173330283,0,,,
,215.996268,157.58268,10.36092147,337.2087277,301.0322854,16.39283718,91.985405,3.922682649,1,,,
7.022952113,264.5256065,978.35525,10.95620546,262.0645514,412.7094234,5.315286537,76.02449072,4.971907099,0,,,
7.13458311,176.6592056,669.90343,6.796061893,,433.3631071,11.60010033,85.55123681,3.665479491,1,,,
,250.7053939,355.93431,6.482037974,377.3580484,559.8178471,13.65395987,77.91771954,2.969136099,0,,,
8.943198048,221.4089025,755.62981,8.36930451,344.2002785,521.1446991,15.96636559,52.47169851,5.696227839,0,,,
10.02622381,94.09130748,510.0973,6.614114031,385.4026595,388.467266,11.88716125,69.27397869,3.736228471,0,,,
9.840139928,234.3357819,829.38347,9.701468508,,384.3599666,14.96345557,32.39473006,4.385775289,1,,,
5.583832998,261.2338253,278.68174,6.59461679,,278.6390387,13.56538738,83.27489472,3.870156921,0,,,
9.613000788,227.523084,553.434,9.392567261,364.5556088,408.6691464,17.67652552,82.42413026,3.793263527,1,,,
7.952929116,221.3698538,621.42492,6.879418388,,309.2546197,19.05698492,72.68935432,5.260014766,0,,,
6.592061613,140.574061,835.96072,8.842936831,,488.0020821,13.23393606,42.11007619,2.094946504,1,,,
5.500186641,254.672705,82.85204,8.369354098,347.8165145,469.795375,13.49640431,60.04586666,4.178478951,0,,,
,201.6478586,721.1421,7.439724036,,532.0527455,18.00558595,55.74081805,3.130152228,1,,,
7.543700466,161.6231416,116.01208,8.493406749,289.9599529,440.2834456,13.33676961,80.24323689,3.630536578,0,,,
6.947856791,206.9098403,697.06763,6.771106238,,456.7477959,12.72314804,89.38957567,3.970606883,1,,,
6.848331559,159.1880501,837.50606,5.164448055,373.9917105,558.8155667,12.25408076,69.77221027,4.396604556,0,,,
7.165225677,194.6710244,14.5574,6.370530405,270.3801914,340.9345016,15.60885319,72.41744165,3.145309169,1,,,
,181.2105099,280.78859,10.38254659,256.6300682,487.9972616,11.34630175,68.84386557,3.779554492,0,,,
5.153207553,221.3205433,97.44716,6.62956126,,534.1455655,13.94919914,61.57553607,3.012829815,1,,,
5.910251729,282.739017,244.84639,6.636550649,363.3846827,695.369528,13.13835315,89.80101069,3.660922908,0,,,
6.85422024,200.8173597,646.28601,5.785395489,333.0176954,434.8420413,14.23766623,83.68569748,2.905471446,0,,,
8.716820334,153.9800345,734.44886,7.123611323,,447.0280768,12.73604425,39.92752082,3.205128767,0,,,
,146.1849369,800.59752,5.876466766,,347.4898565,18.54260512,46.97981397,4.35400908,1,,,
6.016889136,221.1473078,656.06267,5.201687758,,383.2077748,22.51787047,81.62623215,4.422269233,0,,,
7.990180821,230.1463115,2.24182,7.222511694,300.4201332,440.3057756,16.41322179,62.53999076,2.654468195,0,,,
9.567822726,173.1114983,787.46271,5.149999932,444.970552,492.4115244,12.90422086,48.48147718,4.197919055,0,,,
6.400629525,224.2800881,136.48932,6.417607129,,439.2129499,18.24105434,93.16814953,4.03886985,1,,,
4.296247024,278.1475241,672.48721,4.955218159,414.6367262,330.067379,11.29318661,70.66553966,4.163328982,0,,,
5.852731795,185.243899,513.62191,6.873951393,343.1554717,477.1181649,17.85064075,90.59912844,3.159549306,1,,,
3.551579177,323.124,969.38899,8.925515312,,514.7629185,10.16030276,71.09999884,3.96599397,0,,,
6.295064316,149.7637916,471.13695,8.839094454,351.7935298,436.3885436,19.94411882,43.33710694,3.307464627,0,,,
8.529669348,157.7004811,203.73003,8.926826327,309.5419774,498.6508327,12.28782443,52.02874105,3.776040837,0,,,
7.194293234,213.5518288,817.29341,4.905360351,329.9693608,390.9486633,9.893898623,50.97055913,4.465654448,1,,,
8.065339036,174.1205843,366.2836,7.490944014,315.1804054,497.0192345,11.41701861,46.21319792,3.756391707,0,,,
6.119581611,161.2527013,838.66967,4.605206911,337.6667648,416.9718643,13.47779112,76.40955136,3.707406842,1,,,
9.158445163,186.672973,797.0304,8.151080662,333.8122638,425.7520176,12.18263888,112.622733,4.525236731,0,,,
,211.1928795,418.20903,8.002479789,352.6905967,476.4354591,11.64059361,88.26696159,2.951379186,1,,,
8.848586283,188.9199829,33.33202,13.127,182.3973702,479.7919747,12.07044433,77.67133749,4.014681858,0,,,
6.400700092,205.0207443,765.79987,9.484621829,,381.3105662,13.8332566,98.44132143,2.730598596,0,,,
9.495456382,185.8785944,88.35485,7.527375309,388.7686566,409.4509977,12.39770353,63.35914373,4.168541279,0,,,
5.745392076,231.151877,658.51363,6.652005173,331.3915324,436.4889143,13.33439885,81.67581559,4.344254068,0,,,
8.052893916,198.9944743,25.07936,7.217787958,338.3969097,328.4331103,9.142523494,42.75321531,3.634844542,0,,,
6.322646303,209.8383978,589.43475,7.356047394,,397.4352722,15.14510327,50.53231278,4.44135251,1,,,
2.798549099,311.3839565,931.24348,7.116897433,,521.1405236,14.2351542,42.08035327,3.663252222,0,,,
8.890428079,195.0430651,45.70658,7.663640165,,408.6148498,16.12425842,76.6022129,3.326532991,0,,,
6.425873866,188.9802815,965.39651,7.571122584,365.4536552,502.9910878,13.86648723,96.81811277,3.731936503,0,,,
4.924042774,203.6757534,532.94377,9.870822234,299.7098463,445.5052113,16.34251034,62.76795227,4.131447027,0,,,
7.757269666,213.0484451,259.78055,7.635152992,363.6848143,543.5287986,15.25402122,107.189584,4.165432286,0,,,
5.541598636,206.3401449,888.99596,6.871596329,347.532093,364.3028625,9.301190178,77.33636853,4.142184955,1,,,
7.748654706,239.7882778,331.23663,10.71309662,217.0006071,441.5295473,16.3893839,,2.511810493,0,,,
6.986122067,191.105866,982.98784,6.952475689,373.897218,384.1251249,11.55152646,48.85026418,4.307845275,1,,,
5.117390303,225.6574044,914.11158,6.207729478,371.6493915,356.8622871,8.073420571,77.38813808,3.937188442,0,,,
7.081942643,193.1694151,464.07844,8.545449899,344.3042257,532.3745417,15.30196853,,4.550261441,1,,,
7.481535362,218.2611698,88.41645,4.870660378,407.2965498,518.3755726,17.12096224,56.71102421,4.262065437,0,,,
5.732646032,177.1433059,994.25159,9.967250023,,492.0719917,9.526247869,46.01246465,4.025662601,1,,,
5.374222585,201.3314401,410.23376,3.239580331,384.5628382,350.1780398,13.45108878,,3.642778438,0,,,
9.086928422,192.9721805,898.21138,7.002660718,342.3176545,506.7095234,12.64230959,67.14364588,3.109701774,1,,,
7.063646976,140.6128657,941.81126,6.2753046,376.0461562,402.593602,12.43973968,29.46842812,3.39586624,0,,,
7.487149124,205.010611,675.07439,8.178830331,334.1335918,492.0450395,13.43747155,46.6331803,4.386325691,1,,,
6.876451043,190.8445136,979.03167,5.630557592,363.8317057,349.1860855,9.55173234,68.41085133,4.545340927,0,,,
7.927926367,187.8860277,7.62851,6.888104341,,344.3939627,11.3530908,89.56597572,3.381108819,0,,,
4.812433652,250.1839535,465.57564,4.362641198,398.1619036,607.0265423,18.2100315,62.51146711,3.0209959,0,,,
,196.2037556,255.89852,9.007138343,354.2835725,471.9010797,13.34089947,43.14055273,3.65747654,0,,,
4.993530734,242.6205031,900.77927,6.467744129,,429.8278189,17.27466256,61.24578836,3.153809337,0,,,
,217.5347389,53.500336,7.512798336,292.4719316,482.7877136,16.60653608,95.6211467,2.992160151,1,,,
4.788861062,234.8937026,174.62052,10.85003648,187.4241309,444.8543208,11.78479884,89.01097412,2.896852186,0,,,
6.198156595,211.276832,487.25977,6.600810217,339.6969448,355.0250889,16.96809507,73.14560823,2.618835261,0,,,
4.037287739,291.4618974,318.9173,7.779459314,,401.204271,16.54292133,87.81480026,3.04504857,0,,,
6.070801255,199.4571846,578.09457,6.479440266,374.2635417,328.1043538,20.69654499,65.25942227,4.339978127,1,,,
6.505872509,240.2879117,534.69029,6.775277154,341.7282393,265.2511986,13.57022302,93.16646544,4.497528597,0,,,
7.043469641,221.5355941,936.45066,8.983875759,351.4797851,295.5843731,11.8334189,67.35283504,3.873711585,1,,,
6.779773967,153.8863093,415.07056,7.322671669,,459.8765496,14.78229043,93.91470179,2.729104523,0,,,
6.473729885,200.1166407,804.08029,9.032613761,,378.3024745,10.77501776,56.74133109,2.522956237,0,,,
6.952511674,211.6972974,737.28852,6.300870702,,395.4070038,14.18239607,39.80290707,4.105495485,0,,,
7.065722501,200.2598046,405.96221,6.135608766,364.9452153,460.8515209,19.51118995,49.96702244,3.073469835,1,,,
5.628406919,226.8300426,334.49194,8.012496989,293.9242728,351.1612132,15.01924062,35.17866216,5.050683115,0,,,
5.747641036,197.2375435,451.64021,10.04215364,,413.8983702,14.63248622,84.02603435,3.778636849,0,,,
5.966000489,194.796221,350.05853,4.466577191,404.6099821,406.8063023,11.53998664,48.17335938,4.177139266,0,,,
8.84543105,239.1636575,36.038882,6.00962182,,326.0115634,12.12997235,51.05967336,4.428938183,1,,,
6.319431545,180.9656209,278.71831,9.960552065,275.5917457,307.6913606,18.19693095,93.59424603,2.653126688,0,,,
7.100460245,195.472555,147.51068,6.388858102,,493.1442246,17.66841459,75.11641152,4.9123177,1,,,
8.02724787,193.3524164,14.746969,6.087237735,,440.938978,22.50467944,62.00704373,3.480640837,0,,,
7.94475204,195.0589362,465.18195,9.391828857,279.9472522,467.4572903,17.57823562,57.32540199,2.584495666,1,,,
8.882684452,135.5230624,57.253807,5.209778933,,532.3366593,20.29627439,20.33775264,3.827920867,0,,,
6.491875848,159.2358502,382.30583,8.49389387,375.2291174,375.6131076,21.11195775,55.84923951,4.626530751,1,,,
5.991283475,224.6085628,983.11601,7.383818681,329.7315466,604.6312629,17.74122824,65.11697561,4.840562301,0,,,
7.192118469,210.0714722,348.36612,7.991437845,,465.5435596,20.66528743,50.69586016,4.68988027,0,,,
10.27244427,163.6246234,894.85239,10.06820537,269.6466556,446.4507253,11.85691442,82.44550327,3.179884727,0,,,
4.583294333,246.9167539,771.42029,6.759396017,348.3147569,521.2227994,11.90467178,59.69759457,3.527045055,1,,,
,131.5477443,626.49759,7.207846354,,390.955033,14.84495478,26.50548404,4.728123985,0,,,
7.502469037,195.511268,389.00706,6.757374522,352.2568988,419.8145839,17.52125983,57.95612222,3.223447972,1,,,
6.105140135,249.141391,249.44903,7.369360303,338.7713073,314.9650897,11.25177781,88.65747732,3.103089844,0,,,
5.8486695,211.1991913,741.6818,8.891851207,308.8014317,465.8315422,16.30737245,69.27388902,4.288774857,1,,,
9.443358884,73.49223369,438.22469,8.024953111,315.8056588,458.6772315,12.53868069,50.85247034,3.486646409,0,,,
4.855601212,203.0810257,864.15231,6.662698921,342.5821012,345.1234422,14.14389494,58.24214679,4.099639201,0,,,
6.887414371,223.603058,189.13672,10.51446604,253.8305522,386.6228625,11.31229362,67.9161827,4.564188355,0,,,
5.604757643,213.2884121,44.15415,5.239322232,333.1814846,465.4200753,18.67945027,40.80703151,4.165834262,1,,,
6.512900833,169.2174798,151.41157,4.613310783,375.612318,296.074382,15.08869952,74.07592557,4.404040365,0,,,
7.387258833,227.8979735,314.31933,8.222046887,332.6275594,346.5607379,14.69047387,59.83426487,4.063601453,1,,,
5.772718095,213.3635446,124.93141,8.630718965,273.2794477,465.5592858,8.006207774,59.96433443,6.494249467,0,,,
6.927636743,213.7908953,12.556495,5.90965892,,503.5316704,19.05596689,54.22381208,3.800009579,1,,,
4.912557262,308.2538329,63.09842,7.927976945,280.9336643,327.4756504,14.85798109,,4.897372508,0,,,
6.115477068,203.5067589,732.8861,8.17802725,382.1680076,470.4225198,12.43239947,76.86490086,4.577839536,1,,,
9.739561949,166.948864,623.16006,7.235921759,385.0591343,369.5912891,12.32260382,68.50585165,2.568079877,0,,,
10.18242289,200.4141415,9.0721,5.467507542,,459.694893,16.108408,66.63634894,2.93051221,1,,,
5.541979019,185.6718736,143.06526,10.23617597,209.4710584,517.9357855,18.46401541,49.37131866,3.672975983,0,,,
5.471529819,208.9654734,786.87586,4.458550854,,408.0775547,11.40579019,52.46724428,4.16942132,1,,,
,193.5034148,268.3343,9.005942788,258.3926829,384.6848754,9.085278555,75.43963293,3.601735481,0,,,
8.873070715,204.1033838,256.79102,10.35208997,333.0024074,435.4069405,12.44883639,51.32490554,4.201876507,1,,,
,143.3002003,263.16747,6.229736564,,503.6640851,19.58549658,,3.451740047,0,,,
8.301606462,273.3802284,998.72781,7.167614449,333.4995334,433.6610571,21.21962987,87.5322076,4.188488565,0,,,
6.448931033,240.244771,979.16572,9.077984756,314.5904772,473.7513016,17.41690264,84.0247864,3.622195522,0,,,
,187.819832,306.00215,7.875333386,350.3815688,362.8189122,15.97061091,78.50915339,3.540889648,1,,,
5.477912295,211.3988439,361.65907,5.810456913,340.6238055,358.04413,16.62938444,,3.774256121,0,,,
6.819489547,191.5159919,154.59846,6.524417442,346.2432684,393.8471628,20.65672264,59.68646782,4.32272936,0,,,
8.544708662,181.4134021,429.37903,7.55502971,350.3970819,393.8896156,10.24723219,82.72191192,2.31815248,0,,,
5.799105643,197.0940938,15.91995,6.469490484,,406.4705254,12.48027586,58.35337382,3.678604866,0,,,
7.378597016,175.9824471,60.322635,5.941011848,,402.0199449,15.63945476,37.38945162,3.215219463,0,,,
8.786487076,212.6259834,712.00294,5.782359285,338.7232183,552.3530966,19.3057102,73.17644008,2.531701127,0,,,
6.66400305,199.5887185,902.94528,5.257789016,346.5845565,347.353336,15.98941896,61.15657454,2.227727884,0,,,
,210.1488829,766.47922,9.499713329,,385.5318161,12.7327442,48.15102111,4.292025776,1,,,
6.775582812,218.4149289,968.88278,8.254114831,,358.7176769,10.52016145,57.24411099,4.333636278,0,,,
7.965283871,228.8831065,115.30092,9.390368358,,459.8928064,11.96460683,73.89434333,3.969537998,1,,,
8.736371211,194.6776872,283.65879,8.855544474,329.004205,333.6237939,16.51623165,67.25047267,3.802116117,0,,,
10.85346045,230.2280618,494.28943,7.161668763,315.6850791,364.987388,15.67892539,81.73002801,4.303972904,0,,,
7.146976296,196.5626846,911.20377,6.89050548,320.1008753,520.1113582,12.85423898,66.81417649,4.025762216,0,,,
7.53898711,187.3419083,230.68085,8.560211684,348.3843842,413.7838684,17.50327595,,2.767349427,1,,,
,242.9094363,54.733681,6.253980392,359.6658352,588.5667127,15.19701462,62.82285018,5.652222113,0,,,
7.018659108,220.9584975,607.1889,8.673342119,333.4533164,391.3783129,12.68032058,44.18227395,4.03853676,1,,,
5.040331692,232.2344791,653.69023,5.929307622,328.3295797,529.0525353,13.53940958,38.34673828,3.603325615,0,,,
5.183088716,199.1537553,91.541428,9.633474131,,433.7604968,13.47682125,48.53178548,2.717681164,1,,,
,281.5821623,707.49226,5.037261234,348.2397195,347.9574985,15.37009758,85.9203502,4.003819012,0,,,
9.654553543,218.4104885,940.37599,8.314246002,,568.6727076,17.94858234,68.48584379,3.880935146,1,,,
7.745499128,168.3556238,336.62752,5.264310045,,421.4853341,7.496410136,67.6247666,4.043334781,0,,,
8.150074131,206.9271784,740.41482,8.102764117,292.5408334,525.8349958,12.61851942,91.82545045,3.723709403,1,,,
6.259651603,208.3794303,356.7464,8.565487273,256.4738386,380.2401927,5.567692791,68.44186536,4.213405262,0,,,
6.363484678,197.4975363,600.31339,7.992341321,,370.5614387,13.64610641,68.77705651,4.529438316,0,,,
8.59639118,189.5231608,518.9745,5.124129422,422.990413,348.0414889,17.35807147,,3.519884366,0,,,
4.05086173,208.987855,471.0582,6.879337634,334.6030267,539.9388076,15.35199299,,4.757211183,1,,,
5.767349597,272.4721781,417.93283,7.728859875,315.4049171,424.461152,15.28426758,60.8221347,3.896090487,0,,,
,242.5958576,92.281409,9.266438723,343.3992097,376.8336525,15.0797662,48.28367966,3.975635275,1,,,
7.088940642,206.3641219,839.71343,8.08824197,321.2961415,369.9693333,14.89609216,66.67465815,5.661104287,0,,,
5.861477717,252.3959534,690.82458,8.974874655,369.8854337,386.2120606,12.94188906,68.41095422,4.380048521,0,,,
8.029181613,158.0403984,663.46943,8.433448388,283.2704951,431.3047161,20.69619806,59.97292857,4.388551012,0,,,
6.019244331,243.2153052,287.12537,6.782326453,350.1140275,398.7982051,12.60863825,59.33337245,2.379873275,0,,,
,286.2017633,931.88429,7.44002394,262.526456,557.4218785,14.47165033,74.04385963,4.120931424,0,,,
,214.0800568,56.60385,6.443615846,353.4384849,390.7332206,13.78755946,64.21095717,3.386592211,0,,,
4.725785565,249.6709994,834.29428,5.036010053,378.9986845,411.1144853,17.76964143,78.81743621,3.15633142,0,,,
9.381688847,211.3460272,86.57298,7.051442878,267.0825001,488.6269215,11.36081704,53.7874524,4.061532765,0,,,
8.19576536,214.5176104,389.54254,6.295405022,327.1938979,403.189913,15.06704165,72.75681246,3.218709224,0,,,
6.179043261,151.6020042,890.8952,7.078847244,373.1081819,459.9359138,11.33819319,94.88176109,4.06472057,0,,,
6.443753668,196.6159916,740.41259,2.484379977,435.6727646,352.3536228,16.92441864,33.05188771,4.498684931,0,,,
7.583220184,216.6847715,998.93152,6.951285184,365.7893736,524.2439853,11.4933838,66.33998492,3.713056145,0,,,
7.039094321,179.6452245,827.36019,4.945555199,389.8892709,593.3962245,12.07920712,58.36350654,4.366031351,0,,,
9.625312248,204.4780816,495.99827,4.671026728,331.4856978,432.8892061,18.00760259,51.29273769,4.409694295,0,,,
,185.7557279,345.17429,8.932763593,,313.8787713,13.42012608,56.97484976,4.407566169,1,,,
7.906264123,223.8522731,43.70666,9.298972466,,484.0034691,18.38921617,72.89026517,3.080333406,1,,,
,185.8467967,971.94903,6.666342875,346.4861887,418.4535907,18.68421531,67.71245963,5.110414149,1,,,
9.422746906,230.650555,78.82921,6.535223274,357.9094694,326.6990316,11.45239452,81.3411627,4.220399638,0,,,
6.945224092,220.9600411,438.31088,5.551660447,337.9638906,367.9979774,20.16073442,53.00772316,4.823082014,1,,,
6.659880808,230.7889807,74.86302,7.119743809,333.9822715,485.1753152,16.63692893,91.69272961,2.94576034,1,,,
5.742110407,188.216604,831.61041,6.202721182,318.3766764,498.1423861,9.657360417,53.50852267,3.323069564,1,,,
,149.852853,40.64511,6.549680955,350.0483572,348.1206595,8.761063651,57.72956934,4.096596792,1,,,
5.59662785,177.2137917,925.35212,8.43547011,303.7341659,552.3087055,10.33998559,57.82061113,5.235111121,1,,,
6.417060395,219.7809562,793.31154,5.173202396,,533.5813301,19.80732815,44.51447702,4.088693501,1,,,
7.350378987,193.6333668,736.08557,10.41658888,309.4168828,557.4956847,16.51972223,61.07738287,3.663922184,1,,,
6.865262148,234.4599473,474.10992,9.135564604,333.6624616,391.1985555,16.97773088,58.81906903,4.274812473,1,,,
6.262798867,206.8897483,414.52581,4.528076191,349.7346616,567.0272739,15.96353978,73.02260527,4.012517558,1,,,
8.252157559,210.4170645,282.2658,10.03140109,371.2951038,411.4275858,10.55747799,82.25025151,2.556141839,1,,,
9.927023723,208.4907383,666.99279,8.00861831,340.2378243,482.8424352,11.36042703,85.8291128,4.051733473,1,,,
7.337061388,212.8254457,326.382,9.884244872,342.4647896,425.3735363,11.94879607,,2.446786279,1,,,
5.381407519,175.5743066,371.99994,7.457245264,312.354938,308.7297975,12.17894044,,4.364066935,1,,,
7.936903678,220.5219358,295.97904,9.912335417,335.6218061,487.0898677,19.80597293,53.45101837,3.794536248,1,,,
4.961352728,166.2599616,229.23009,9.922077893,295.1318312,449.1471915,12.00154741,63.42797864,3.902837834,1,,,
6.502870049,232.9253471,121.43254,6.13195662,322.5793784,323.5252331,15.87219116,83.97701055,4.21423279,1,,,
6.457097525,192.2649447,340.04681,8.832137592,335.9701137,517.4321968,23.37326504,51.79709968,2.637364885,1,,,
5.325177918,175.0521019,264.27422,7.83592787,,400.2162693,17.8363926,48.30451721,3.367787185,1,,,
6.53936951,214.6386028,230.43141,6.485594271,336.9748613,532.5727848,18.26368767,90.90808097,4.527364378,1,,,
8.819632177,204.6275371,458.0246,6.574179307,,410.5646222,10.48259081,80.45951889,4.719716908,1,,,
6.252410005,225.7841009,920.25478,7.018164992,303.7916881,484.5857912,13.43350592,67.40138415,2.722908161,1,,,
6.024700583,195.8345502,567.56298,8.794693476,392.6439349,546.4681825,17.10928959,87.6212655,3.47399458,0,,,
7.967344823,180.5317069,384.03743,9.868237892,325.4968479,386.0553312,11.26512723,67.27220668,4.069358772,1,,,
8.041920874,204.0610711,299.78555,7.76036743,340.4599788,523.9832393,12.59350918,72.57390827,4.111710675,1,,,
,212.73169,30.70812,5.040319511,351.0644584,535.3023515,15.8950482,33.37071268,4.825792283,1,,,
7.491916744,196.6533879,927.32524,5.766402738,,419.8240935,14.18443766,44.64156455,4.191620697,1,,,
7.60952119,223.2883936,879.78957,7.030699301,310.6324499,370.27088,14.3753683,73.75695721,3.145842903,1,,,
7.132193915,146.8052472,846.4368,8.972077409,357.5564627,558.9526221,15.30730503,32.4346612,4.722368524,1,,,
6.887863944,173.3250224,947.92418,7.488703143,334.0980227,441.0026117,10.78050121,89.00549198,5.454487652,1,,,
9.491567675,198.8612869,353.87552,9.759166565,,444.6927533,14.74325235,37.71364969,5.019120902,1,,,
9.879071258,208.9056452,673.67067,6.240247621,366.8176388,442.3374864,19.62602199,66.81658139,4.218831154,1,,,
7.054312519,198.0804803,176.74231,8.296937372,322.605489,332.3694734,17.73464132,66.77418375,2.943279501,0,,,
7.63876177,178.2716356,308.50267,6.548097821,362.3328717,394.1809845,11.29178773,81.98915623,4.496626599,1,,,
6.528223716,199.4552924,569.88468,6.186957519,427.8574882,387.9275846,10.69792228,87.77709475,4.458322585,1,,,
6.961891686,223.595839,101.68428,3.692065358,343.8272757,530.2214099,13.67547972,70.43496194,3.44672846,1,,,
7.883805238,184.4931049,637.06114,8.910651847,,387.5191338,13.67523303,49.23384206,3.154079715,0,,,
8.060609624,208.0427107,489.32566,5.620298799,361.9704241,423.4208384,15.37154969,75.44558913,3.60090567,1,,,
8.539672411,236.7410393,919.75412,8.089154719,,394.606844,14.46893793,89.697885,4.363939724,0,,,
7.240271791,213.4231392,432.96269,5.927868127,328.359206,325.3877076,14.03355283,60.57108128,3.832597167,1,,,
6.062703018,138.3488501,132.04908,6.221259916,363.466663,349.4402099,11.42245553,,5.502440563,0,,,
7.486779709,199.6777845,396.01178,4.960558358,342.4535457,444.6785788,16.11543236,43.1420164,5.048833995,1,,,
5.328594257,222.0320745,103.661,7.601156882,334.2938622,420.8944141,14.29696933,83.90536763,3.061551246,1,,,
8.410460643,234.8765244,554.34526,5.681716197,362.4895603,519.0316251,14.48221298,55.62849905,2.977359946,1,,,
6.486748121,196.8696823,150.90056,9.291013698,,310.9823826,13.58149259,80.362194,4.317721841,1,,,
6.143921454,175.274076,72.16965,12.0625362,287.6981571,469.983324,13.14249297,83.27965821,3.476213304,1,,,
6.565279012,156.0183242,28.86183,4.51612522,,342.2651083,11.12417873,53.57445913,2.783953135,1,,,
6.09617989,174.8716293,314.23338,8.063020679,,435.783775,10.65887825,62.08358884,5.142471132,1,,,
9.38229615,144.5795544,423.99387,7.640203113,334.2423042,542.1949289,18.6153471,82.95432385,4.060937433,0,,,
